role,case_id,source_class,subtype,location,severity,severity_semantics,sensor_seed,pair_id,classification_evaluations,recovery_command_changed_steps,recovery_changed_before_decision,tracking_integral_5s_m_s,safety_incident_steps,saturation_steps,contact_episode_count,contact_active_steps,peak_contact_force_n,max_abs_joint_0_rad,max_abs_joint_1_rad,max_abs_joint_speed_0_rad_s,max_abs_joint_speed_1_rad_s,max_abs_gauge_microstrain,pre_fault_hash,flag_steps_joint_angle_0_exceeded,flag_steps_joint_angle_1_exceeded,flag_steps_joint_speed_0_exceeded,flag_steps_joint_speed_1_exceeded,flag_steps_tip_workspace_exceeded,flag_steps_gauge_abs_exceeded,flag_steps_tip_contact_force_exceeded
assessment,structure_ei_remaining_0p05,structure,link_stiffness_loss,1,0.05,remaining link-2 EI fraction; lower is more severe,16102,fault-deficit-assessment-16102,1,0,False,0.8165608442652859,0,0,1,25,1.5263777126553821,0.2610275844389869,0.2926377826682849,0.5710677446486567,1.3039628835866957,259.67452908868256,0177dcbe4981ac0b8895fe235e1da5822cdd0b88a130cff3742ef2780ebcee01,0,0,0,0,0,0,0
assessment,structure_ei_remaining_0p10,structure,link_stiffness_loss,1,0.1,remaining link-2 EI fraction; lower is more severe,16102,fault-deficit-assessment-16102,1,0,False,0.8405451778789056,0,0,1,21,1.7353613897345719,0.26908562142057946,0.2921398845710077,0.5770427125117994,1.324931745237734,153.5031159500999,0177dcbe4981ac0b8895fe235e1da5822cdd0b88a130cff3742ef2780ebcee01,0,0,0,0,0,0,0
assessment,structure_ei_remaining_0p25,structure,link_stiffness_loss,1,0.25,remaining link-2 EI fraction; lower is more severe,16102,fault-deficit-assessment-16102,1,0,False,0.8510461776768046,0,0,1,22,1.982458120435183,0.27258021412699573,0.2919600807444396,0.5671179138342364,1.2857900736116257,73.11378548728875,0177dcbe4981ac0b8895fe235e1da5822cdd0b88a130cff3742ef2780ebcee01,0,0,0,0,0,0,0
assessment,structure_ei_remaining_0p50,structure,link_stiffness_loss,1,0.5,remaining link-2 EI fraction; lower is more severe,16102,fault-deficit-assessment-16102,1,0,False,0.8602996617521603,0,0,1,23,2.034244779280942,0.2741997618439842,0.2908518257339159,0.5752949277937347,1.3255631941966328,38.11941448371492,0177dcbe4981ac0b8895fe235e1da5822cdd0b88a130cff3742ef2780ebcee01,0,0,0,0,0,0,0
assessment,structure_ei_remaining_0p75,structure,link_stiffness_loss,1,0.75,remaining link-2 EI fraction; lower is more severe,16102,fault-deficit-assessment-16102,1,0,False,0.8604963439506828,0,0,1,24,2.0495657251482107,0.27360055826795726,0.2911027845060281,0.5922863984264559,1.3278568412968816,24.531050441467528,0177dcbe4981ac0b8895fe235e1da5822cdd0b88a130cff3742ef2780ebcee01,0,0,0,0,0,0,0
assessment,actuator_gain_remaining_0p10,actuator,actuator_gain_loss,1,0.1,remaining joint-1 delivered-gain fraction; lower is more severe,16103,fault-deficit-assessment-16103,1,0,False,1.4210778873448515,0,0,1,24,1.504696535457743,0.17078612647829727,1.0407427185047151,0.3840330441051698,1.6720025057703758,21.044877427929265,ae95456d6213fabc0995bcfb11d36e0c01399aacf28ab19230f67aece2f6c054,0,0,0,0,0,0,0
assessment,actuator_gain_remaining_0p25,actuator,actuator_gain_loss,1,0.25,remaining joint-1 delivered-gain fraction; lower is more severe,16103,fault-deficit-assessment-16103,1,0,False,1.058365941762442,0,0,1,24,0.07638434302741924,0.2083230481625371,0.6314377601408965,0.38781344889837754,1.4785738412235183,3.5184883275340972,ae95456d6213fabc0995bcfb11d36e0c01399aacf28ab19230f67aece2f6c054,0,0,0,0,0,0,0
assessment,actuator_gain_remaining_0p50,actuator,actuator_gain_loss,1,0.5,remaining joint-1 delivered-gain fraction; lower is more severe,16103,fault-deficit-assessment-16103,1,0,False,0.9724207166435431,0,0,1,25,1.5244657225388871,0.2511742260055527,0.44704397751766534,0.5537495285348193,1.6769195669470438,15.10037644051998,ae95456d6213fabc0995bcfb11d36e0c01399aacf28ab19230f67aece2f6c054,0,0,0,0,0,0,0
assessment,actuator_gain_remaining_0p70,actuator,actuator_gain_loss,1,0.7,remaining joint-1 delivered-gain fraction; lower is more severe,16103,fault-deficit-assessment-16103,1,0,False,0.912498917589782,0,0,1,24,1.8908109302793137,0.26789588548493315,0.35990325103400433,0.5698168384284941,1.5761859240410736,16.98136497461533,ae95456d6213fabc0995bcfb11d36e0c01399aacf28ab19230f67aece2f6c054,0,0,0,0,0,0,0
assessment,actuator_gain_remaining_0p85,actuator,actuator_gain_loss,1,0.85,remaining joint-1 delivered-gain fraction; lower is more severe,16103,fault-deficit-assessment-16103,1,0,False,0.8821590973387669,0,0,1,25,2.014928291228603,0.2713708744318022,0.3132106516471369,0.5911405109337853,1.405012943823225,18.736963264274213,ae95456d6213fabc0995bcfb11d36e0c01399aacf28ab19230f67aece2f6c054,0,0,0,0,0,0,0
assessment,healthy_reference,healthy,none,-1,1.0,no fault; remaining fraction reference,16103,fault-deficit-assessment-16103,1,0,False,0.8588168751808943,0,0,1,24,2.084486828589516,0.2725454895986896,0.29025830960829513,0.58112851500014,1.2725569731597552,19.291436473656276,ae95456d6213fabc0995bcfb11d36e0c01399aacf28ab19230f67aece2f6c054,0,0,0,0,0,0,0
assessment,sensor_encoder_bias_0p05,sensor,encoder_bias,0,0.05,encoder bias in radians; physical plant remains healthy,16103,fault-deficit-assessment-16103,1,0,False,0.9937130289629429,0,0,1,22,1.609615691233739,0.28356630573689445,0.29739839142167224,0.5504125649877789,1.3325518852738139,20.634439813817732,ae95456d6213fabc0995bcfb11d36e0c01399aacf28ab19230f67aece2f6c054,0,0,0,0,0,0,0
assessment,structure_ei_remaining_0p05,structure,link_stiffness_loss,1,0.05,remaining link-2 EI fraction; lower is more severe,16103,fault-deficit-assessment-16103,1,0,False,0.8164252876782838,0,0,1,24,1.504931952338921,0.26145764160997276,0.2914897635874718,0.5781756434608543,1.303196167486531,259.77088117924654,ae95456d6213fabc0995bcfb11d36e0c01399aacf28ab19230f67aece2f6c054,0,0,0,0,0,0,0
assessment,structure_ei_remaining_0p10,structure,link_stiffness_loss,1,0.1,remaining link-2 EI fraction; lower is more severe,16103,fault-deficit-assessment-16103,1,0,False,0.8397486274224442,0,0,1,21,1.7241246935830357,0.2694117770736457,0.2908473935871174,0.5703745814598093,1.3029273021361032,152.2699634115643,ae95456d6213fabc0995bcfb11d36e0c01399aacf28ab19230f67aece2f6c054,0,0,0,0,0,0,0
assessment,structure_ei_remaining_0p25,structure,link_stiffness_loss,1,0.25,remaining link-2 EI fraction; lower is more severe,16103,fault-deficit-assessment-16103,1,0,False,0.8520155677104694,0,0,1,23,1.9852640247635578,0.27308446864080427,0.2903836559804076,0.5778343221447546,1.2960226140479314,72.21862057208206,ae95456d6213fabc0995bcfb11d36e0c01399aacf28ab19230f67aece2f6c054,0,0,0,0,0,0,0
assessment,structure_ei_remaining_0p50,structure,link_stiffness_loss,1,0.5,remaining link-2 EI fraction; lower is more severe,16103,fault-deficit-assessment-16103,1,0,False,0.8596235619572361,0,0,1,23,2.0711198922599836,0.2743976215478021,0.2903815837717625,0.5885719434552961,1.288845114457926,40.186004675941696,ae95456d6213fabc0995bcfb11d36e0c01399aacf28ab19230f67aece2f6c054,0,0,0,0,0,0,0
assessment,structure_ei_remaining_0p75,structure,link_stiffness_loss,1,0.75,remaining link-2 EI fraction; lower is more severe,16103,fault-deficit-assessment-16103,1,0,False,0.8596573577774204,0,0,1,23,2.0198181713674996,0.2735209150972677,0.2899669878253772,0.5895667894801893,1.3077183639129686,25.506973788127496,ae95456d6213fabc0995bcfb11d36e0c01399aacf28ab19230f67aece2f6c054,0,0,0,0,0,0,0
